label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09	col_10	col_11	col_12	col_13	col_14
0	309 m/(s^2)	0.6209 N	boxing	Bioengineering	207	790	805	69 m^2	1.0207 m/s	0.7827	0.7093	214	0.0775	-166	hamster
0	234 m/(s^2)	0.823 N	soccer	Bioengineering	339	775	908	145 m^2	0.8098 m/s	0.6634	0.9219	285	0.6671	56	rabbit
5	153 m/(s^2)	0.3739 N	running	Computational Media	349	35	499	448 m^2	0.6003 m/s	0.5525	-0.1344	939	0.6081	513	ferret
2	619 m/(s^2)	0.184 N	soccer	Games and Playable Media	511	625	921	289 m^2	0.1475 m/s	0.524	0.5762	67	-0.1102	803	reptile
5	-30 m/(s^2)	0.5825 N	running	Robotics Engineering	286	117	604	662 m^2	0.7185 m/s	0.5892	0.0164	1026	0.1893	152	pig
1	512 m/(s^2)	0.1249 N	badminton	Bioinformatics	134	276	201	919 m^2	0.3715 m/s	0.4877	0.5472	380	0.6992	127	bird
2	755 m/(s^2)	-0.0727 N	soccer	Games and Playable Media	422	622	960	203 m^2	-0.0592 m/s	0.1916	0.5462	530	0.2134	946	cat
5	156 m/(s^2)	0.4418 N	baseball	Computer Science, Computational Media	180	22	257	500 m^2	0.8135 m/s	0.4596	0.081	888	0.837	291	pig
0	97 m/(s^2)	0.7552 N	boxing	Bioengineering	427	919	1075	-54 m^2	1.0711 m/s	0.9897	0.7007	274	0.5349	16	rabbit
1	531 m/(s^2)	0.3084 N	tennis	Computer Game Design	271	237	288	1058 m^2	0.2657 m/s	0.6807	0.6289	637	0.7861	139	rat
1	426 m/(s^2)	0.3138 N	baseball	Computer Game Design	60	266	105	908 m^2	0.3842 m/s	0.6947	0.8641	392	0.9365	197	bird
0	485 m/(s^2)	0.6507 N	boxing	BIOENGINEERING	236	1286	906	-31 m^2	0.8507 m/s	0.8617	0.7538	-38	0.429	33	rabbit
4	849 m/(s^2)	1.0209 N	ice hockey	Computational Media	948	586	569	172 m^2	0.3689 m/s	0.1876	0.0793	203	1.0749	588	hamster
3	910 m/(s^2)	0.3334 N	tennis	Applied Mathematics	909	503	155	680 m^2	0.6354 m/s	0.9561	0.969	771	0.1863	832	dog
0	207 m/(s^2)	0.8548 N	boxing	Bioengineering	392	1108	807	-23 m^2	1.0732 m/s	0.7961	0.8364	348	0.2318	34	rabbit
3	864 m/(s^2)	0.1399 N	soccer	natural language processing	827	389	276	728 m^2	0.6916 m/s	0.9004	1.0162	849	0.2778	1175	fish
5	-72 m/(s^2)	0.6348 N	running	Computer Science, Computational Media	223	97	248	470 m^2	0.8508 m/s	0.5139	0.0936	1012	0.6031	440	hamster
4	741 m/(s^2)	0.8993 N	ice hockey	Technology and Information Management	950	805	535	622 m^2	0.5674 m/s	0.2256	0.3585	52	0.6225	335	hamster
3	991 m/(s^2)	0.5297 N	motor sports	Electrical Engineering, Applied Mathematics	962	655	85	714 m^2	0.517 m/s	0.7097	0.7562	870	0.177	797	chicken
3	952 m/(s^2)	0.2638 N	tennis	Natural Language Processing, Computer Engineering	690	400	-31	520 m^2	0.6176 m/s	0.7885	1.0632	734	0.095	854	dog
2	728 m/(s^2)	-0.1225 N	soccer	Games and Playable Media	779	527	982	354 m^2	0.2015 m/s	0.2875	0.4274	269	-0.2199	1073	cat
1	404 m/(s^2)	0.3788 N	baseball	Computer Game Design	-36	242	235	866 m^2	0.4816 m/s	0.5814	0.6311	660	0.7267	262	fish
0	353 m/(s^2)	0.485 N	track & field	Statistics	485	942	812	-30 m^2	0.8057 m/s	0.6015	0.4832	143	0.4059	62	rabbit
6	285 m/(s^2)	0.5848 N	golf	Data Science	611	73	333	818 m^2	0.2367 m/s	-0.0766	0.1139	321	0.9517	958	guinea pig
1	518 m/(s^2)	0.2673 N	badminton	Bioinformatics	273	27	608	983 m^2	0.1687 m/s	0.7564	0.4736	489	0.6328	271	rat
5	91 m/(s^2)	0.7378 N	tennis	Computational Media, Computer Science	245	-74	348	644 m^2	0.9364 m/s	0.2447	0.0076	812	0.3267	476	ferret
4	807 m/(s^2)	0.7585 N	ice hockey	Technology and Information Management	993	770	619	472 m^2	0.4206 m/s	0.1417	0.0961	71	0.9013	409	hamster
1	504 m/(s^2)	0.3728 N	baseball	Computer Game Design	318	292	262	735 m^2	0.3845 m/s	0.6838	0.5451	756	0.8579	520	bird
0	34 m/(s^2)	0.9394 N	boxing	Bioengineering	527	1012	796	-182 m^2	0.8177 m/s	0.6925	0.6838	143	0.2056	-15	N/A
0	397 m/(s^2)	0.8583 N	boxing	Statistics	396	862	1074	-6 m^2	0.6682 m/s	0.6438	0.8962	199	0.3987	117	rabbit
4	857 m/(s^2)	0.7842 N	NULL	Technology and Information Management	915	794	792	505 m^2	0.4909 m/s	0.2226	0.2642	79	0.5437	657	hamster
1	403 m/(s^2)	0.1351 N	BASEBALL	Computer Game Design	42	178	237	1038 m^2	0.3929 m/s	0.4982	0.7727	850	0.6175	?	fish
3	968 m/(s^2)	0.4832 N	tennis	Applied Mathematics, Electrical Engineering, Computer Engineering	858	580	49	665 m^2	0.6816 m/s	0.9336	0.6807	615	0.1983	1048	dog
3	944 m/(s^2)	0.1596 N	ICE HOCKEY	Computer Engineering	1049	314	-121	511 m^2	0.5017 m/s	1.0643	0.7648	779	0.344	933	chicken
1	498 m/(s^2)	0.0553 N	baseball	Bioinformatics	-14	378	179	1048 m^2	0.3726 m/s	0.6959	0.7682	464	0.5794	236	bird
2	696 m/(s^2)	-0.0067 N	soccer	Human Computer Interaction, Biotechnology	399	876	735	383 m^2	0.1044 m/s	0.1931	0.4993	383	-0.0762	886	cat
3	879 m/(s^2)	0.2622 N	motor sports	Applied Mathematics, Natural Language Processing	842	610	103	479 m^2	0.6849 m/s	0.938	0.8441	996	0.3649	828	chicken
6	-54 m/(s^2)	0.5684 N	golf	Data Science	554	441	465	892 m^2	0.1387 m/s	-0.0082	0.3426	361	0.9554	653	guinea pig
6	94 m/(s^2)	0.5891 N	golf	Data Science	780	215	397	765 m^2	0.2338 m/s	-0.2032	0.2647	356	0.6878	812	guinea pig
1	606 m/(s^2)	0.3075 N	baseball	Computer Game Design	211	200	290	1099 m^2	0.1708 m/s	0.7511	0.5627	629	0.705	350	rat
6	161 m/(s^2)	0.6108 N	golf	Data Science	788	352	443	853 m^2	0.1085 m/s	-0.1949	0.2986	429	0.8283	876	guinea pig
4	771 m/(s^2)	0.8582 N	ice hockey	Technology and Information Management	1157	754	786	344 m^2	0.4892 m/s	0.3387	0.2223	-59	N/A	562	HAMSTER
4	761 m/(s^2)	0.8868 N	ice hockey	Technology and Information Management	996	707	648	323 m^2	0.4676 m/s	0.2954	0.1034	161	0.7072	573	hamster
0	276 m/(s^2)	0.5887 N	boxing	Statistics	380	971	695	-10 m^2	1.1551 m/s	0.9986	0.6846	76	0.472	20	rabbit
4	918 m/(s^2)	0.8191 N	golf	Technology and Information Management	703	300	675	452 m^2	0.4267 m/s	0.1576	0.1732	138	0.7603	670	hamster
6	316 m/(s^2)	0.5848 N	golf	Data Science	538	176	610	852 m^2	0.2397 m/s	-0.098	0.2862	591	0.9037	706	cat
4	856 m/(s^2)	0.8967 N	ice hockey	Technology and Information Management	1043	691	566	522 m^2	0.3784 m/s	0.3742	0.1501	-22	0.7604	546	hamster
6	218 m/(s^2)	0.4952 N	golf	Data Science	570	527	535	800 m^2	0.11 m/s	-0.0359	0.3119	492	0.9639	713	guinea pig
3	966 m/(s^2)	0.2985 N	basketball	Electrical Engineering	1075	556	187	711 m^2	0.3737 m/s	0.6486	0.9313	700	0.3049	851	dog
2	708 m/(s^2)	0.0006 N	soccer	Human Computer Interaction, Biotechnology	668	531	991	204 m^2	0.1762 m/s	0.268	0.3905	468	0.2798	950	pig
2	668 m/(s^2)	0.0914 N	tennis	Biotechnology, Human Computer Interaction	689	704	1120	107 m^2	0.0775 m/s	0.2095	0.4691	475	0.1401	993	reptile
4	823 m/(s^2)	0.9235 N	ice hockey	Technology and Information Management	891	530	843	384 m^2	0.5164 m/s	0.3171	0.0874	118	0.8726	417	hamster
5	60 m/(s^2)	0.5055 N	running	Computer Science, Computational Media	84	160	166	535 m^2	0.6594 m/s	0.5055	-0.0748	848	0.4284	342	ferret
1	588 m/(s^2)	0.1883 N	badminton	Computer Game Design	80	102	259	1145 m^2	0.3957 m/s	0.4926	0.6906	714	0.7752	172	bird
4	940 m/(s^2)	1.194 N	ice hockey	Technology and Information Management	795	600	625	493 m^2	0.4069 m/s	0.2498	0.3475	12	1.1859	476	hamster
4	727 m/(s^2)	0.806 N	badminton	Technology and Information Management	878	804	808	297 m^2	0.5779 m/s	0.3057	0.4181	111	0.6998	392	hamster
3	928 m/(s^2)	0.3704 N	basketball	Natural Language Processing, Computer Engineering, Electrical Engineering	962	275	102	661 m^2	0.7143 m/s	1.0474	1.0109	813	0.3889	998	dog
4	687 m/(s^2)	0.7617 N	ice hockey	Technology and Information Management	945	1047	423	320 m^2	0.495 m/s	0.2831	0.1917	90	0.6984	563	hamster
3	987 m/(s^2)	0.2792 N	motor sports	Applied Mathematics, Electrical Engineering	705	411	-25	707 m^2	0.7035 m/s	1.0927	0.8312	873	0.4788	1010	chicken
2	729 m/(s^2)	-0.078 N	soccer	Technology and Information Management	495	436	1151	173 m^2	0.0231 m/s	0.2526	0.9445	530	0.021	1027	reptile
4	708 m/(s^2)	1.0626 N	running	Computer Science	877	679	778	547 m^2	0.6078 m/s	0.4542	0.3175	121	0.8184	644	hamster
1	555 m/(s^2)	0.3848 N	volleyball	Bioinformatics	105	156	194	912 m^2	0.2029 m/s	0.6626	0.8662	486	0.5506	444	fish
6	154 m/(s^2)	0.9203 N	running	Data Science	655	205	457	622 m^2	-0.0313 m/s	-0.2132	0.4249	458	0.7245	689	guinea pig
6	141 m/(s^2)	0.5165 N	golf	Data Science	642	191	644	899 m^2	0.1636 m/s	0.2405	0.2373	403	0.759	725	guinea pig
0	407 m/(s^2)	0.5976 N	boxing	STATISTICS	353	985	640	30 m^2	0.8087 m/s	0.6879	0.8356	144	0.1851	255	rabbit
6	-102 m/(s^2)	0.5702 N	golf	Data Science	503	255	491	721 m^2	0.3551 m/s	0.0565	0.3557	424	1.0145	742	guinea pig
2	756 m/(s^2)	-0.0233 N	soccer	human computer interaction, games and playable media	738	548	1308	344 m^2	-0.1008 m/s	0.2722	0.3273	487	0.0054	1018	reptile
1	561 m/(s^2)	0.1821 N	baseball	Computer Game Design	148	214	272	933 m^2	0.4036 m/s	0.7408	0.677	492	0.8238	342	?
4	827 m/(s^2)	0.7873 N	running	Technology and Information Management	1030	771	663	311 m^2	0.4383 m/s	0.11		319	0.8778	498	hamster
4	836 m/(s^2)	1.072 N	ice hockey	Technology and Information Management	997	946	561	539 m^2	0.5262 m/s	0.4566	-0.1166	-172	0.5787	240	hamster
1	438 m/(s^2)	n/a	badminton	Bioinformatics	275	165	509	1035 m^2	0.2909 m/s	0.5616	0.7871	555	0.7018	191	bird
2	653 m/(s^2)	0.1048 N	soccer	N/A	382	572	710	269 m^2	0.0354 m/s	0.3855	0.7769	392	0.0624	962	cat
1	461 m/(s^2)	0.5774 N	volleyball	Computer Game Design	187	337	395	1090 m^2	0.2546 m/s	0.7672	0.5834	620	0.6599	196	bird
5	26 m/(s^2)	0.3311 N	boxing	Bioinformatics	188	-187	391	478 m^2	0.615 m/s	0.5119	-0.0039	1119	0.552	342	ferret
0	178 m/(s^2)	0.9923 N	boxing	Statistics	501	978	800	-48 m^2	0.9455 m/s	0.7277	0.9918	397	0.3944	264	rabbit
5	-139 m/(s^2)	0.3816 N	football	Natural Language Processing	54	-132	438	703 m^2	0.7865 m/s	0.481	0.166	1154	0.3024	535	ferret
3	1012 m/(s^2)	0.3392 N	tennis	Natural Language Processing	667	446	-116	581 m^2	0.7858 m/s	1.0201	NULL	859	0.3299	589	dog
2	816 m/(s^2)	0.0924 N	soccer	Games and Playable Media, Biotechnology	363	800	908	341 m^2	-0.0248 m/s	0.5319	0.3818	419	0.1822	1043	cat
6	369 m/(s^2)	0.4583 N	motor sports	Data Science	735	311	318	767 m^2	0.2085 m/s	-0.0127	0.3687	407	1.1815	626	guinea pig
5	-89 m/(s^2)	0.566 N	soccer	Computer Science	126	22	86	823 m^2	0.6867 m/s	0.5909	0.1501	935	0.4455	322	rabbit
1	519 m/(s^2)	0.2532 N	baseball	Computer Game Design	210	327	360	889 m^2	0.2876 m/s	0.8029	0.6925	580	0.7837	399	rat
3	1079 m/(s^2)	0.4649 N	track & field	Bioinformatics	996	227	141	674 m^2	0.7702 m/s	1.1042	0.9999	630	0.4003	1019	chicken
5	-6 m/(s^2)	0.3821 N	running	Computational Media, Computer Science	65	59	71	465 m^2	0.7637 m/s	0.3692	-0.1427	918	0.514	292	RABBIT
2	669 m/(s^2)	-0.0163 N	ice hockey	Bioinformatics	429	699	919	136 m^2	-0.0342 m/s	0.3898	0.3997	460	0.1266	781	reptile
1	512 m/(s^2)	0.138 N	baseball	Computer Game Design	55	164	189	1116 m^2	0.3885 m/s	0.6028	0.8333	655	0.6821	22	None
4	759 m/(s^2)	0.8287 N	ice hockey	Technology and Information Management	1095	1069	691	355 m^2	0.5608 m/s	0.5011	0.2803	75	0.72	362	hamster
0	342 m/(s^2)	0.6343 N	soccer	Bioengineering	454	967	723	-29 m^2	0.8623 m/s	0.6857	0.9132	201	0.3584	67	RABBIT
3	884 m/(s^2)	0.4115 N	motor sports	Natural Language Processing	1099	424	158	585 m^2	0.5781 m/s	0.8831	0.999	661	0.2535	593	chicken
2	816 m/(s^2)	0.0751 N	soccer	Biotechnology	466	735	882	89 m^2	0.0908 m/s	0.2619	0.4384	675	0.3006	953	reptile
2	684 m/(s^2)	-0.0609 N	soccer	Human Computer Interaction	359	519	815	429 m^2	0.1926 m/s	0.2821	0.3641	865	-0.0162	851	reptile
2	786 m/(s^2)	0.0024 N	running	Human Computer Interaction, Games and Playable Media	538	680	1122	377 m^2	0.2222 m/s	0.4114	0.2784	608	0.0308	1074	cat
6	229 m/(s^2)	0.5347 N	golf	Data Science	679	395	498	778 m^2	0.0838 m/s	0.1299	0.4987	114	0.9163	512	guinea pig
1	362 m/(s^2)	0.1432 N	badminton	Bioinformatics	-134	122	294	993 m^2	0.4192 m/s	0.6799	0.6993	521	0.6346	259	fish
1	669 m/(s^2)	0.0937 N	volleyball	Computer Game Design	6	305	127	930 m^2	0.1909 m/s	0.5854	0.3437	612	0.7109	354	fish
1	582 m/(s^2)	0.2616 N	golf	Robotics Engineering	153	304	447	1086 m^2	0.3196 m/s	0.6779	0.8143	428	0.9459	312	rat
2	523 m/(s^2)	0.1697 N	soccer	Biotechnology, Games and Playable Media	506	598	1141	323 m^2	0.2152 m/s	0.3246	0.595	357	0.1734	989	cat
1	452 m/(s^2)	0.3715 N	ice hockey	Bioinformatics	6	198	199	997 m^2	0.3133 m/s	0.4663	0.6369	675	0.7258	183	rat
0	164 m/(s^2)	0.8224 N	boxing	technology and information management	395	982	686	313 m^2	1.0315 m/s	0.9687	0.7651	119	0.0769	20	rabbit
4	711 m/(s^2)	0.8183 N	golf	Technology and Information Management	752	916	693	365 m^2	0.5708 m/s	0.3166	0.149	-69	0.6432	234	hamster
4	708 m/(s^2)	0.9177 N	boxing	Technology and Information Management	1018	841	640	479 m^2	0.6763 m/s	0.0875	0.1207	93	0.7655	612	hamster
1	416 m/(s^2)	0.1342 N	volleyball	Computer Game Design	24	-114	372	1043 m^2	0.2928 m/s	0.8041	0.725	601	0.4672	129	fish
1	188 m/(s^2)	0.3695 N	baseball	Bioinformatics	8	112	50	1059 m^2	0.2542 m/s	0.6466	0.6649	474	0.6168	150	rat
6	287 m/(s^2)	0.6172 N	golf	Data Science	712	225	208	645 m^2	0.1263 m/s	-0.2853	0.2818	245	1.1245	779	guinea pig
2	773 m/(s^2)	-0.0362 N	soccer	Biotechnology, Games and Playable Media	508	616	1088	342 m^2	-0.0236 m/s	0.1935	0.6001	411	0.0157	954	REPTILE
4	757 m/(s^2)	0.8978 N	ice hockey	Technology and Information Management	802	570	751	472 m^2	0.4363 m/s	0.3422	0.2557	31	0.8478	638	hamster
3	1028 m/(s^2)	0.3742 N	Track & Field	Electrical Engineering	1014	365	218	701 m^2	0.6027 m/s	0.9274	1.0147	976	0.2155	943	chicken
3	1043 m/(s^2)	0.2925 N	motor sports	Computer Engineering, Electrical Engineering	810	336	327	677 m^2	0.5379 m/s	0.9807	0.84	699	0.0999	?	chicken
0	199 m/(s^2)	0.9455 N	boxing	Statistics	520	1056	954	193 m^2	0.8146 m/s	0.7517	0.7708	474	0.5147	-67	rabbit
3	939 m/(s^2)	0.248 N	motor sports	Natural Language Processing, Computer Engineering, Applied Mathematics	727	663	113	669 m^2	0.4455 m/s	0.7895	0.8716	853	0.2726	731	chicken
5	-137 m/(s^2)	0.444 N	motor sports	Computational Media, Computer Science	131	218	208	457 m^2	0.8528 m/s	0.3368	0.0283	809	0.2807	412	ferret
3	933 m/(s^2)	0.5106 N	motor sports	Natural Language Processing, Computer Engineering, Electrical Engineering	800	222	170	595 m^2	0.7064 m/s	0.8859	0.7325	839	0.4364	958	chicken
0	306 m/(s^2)	0.6483 N	boxing	Bioengineering	652	865	834	40 m^2	0.8663 m/s	0.6675	0.7915	179	0.1717	-95	rabbit
4	719 m/(s^2)	0.7924 N	ice hockey	Technology and Information Management	726	705	598	653 m^2	0.5151 m/s	0.3566	0.2001	229	0.688	627	hamster
3	962 m/(s^2)	0.1934 N	motor sports	N/A	894	646	-32	648 m^2	0.6484 m/s	0.8056	0.9912	974	0.4708	926	dog
0	319 m/(s^2)	0.7492 N	boxing	Bioengineering	540	933	896	140 m^2	0.8668 m/s	0.9208	0.8159	145	0.177	163	rabbit
4	664 m/(s^2)	0.9226 N	ice hockey	Natural Language Processing, Computer Engineering	747	813	729	395 m^2	0.629 m/s	0.4101	0.2663	-108	0.7135	341	bird
4	794 m/(s^2)	0.9074 N	ice hockey	Technology and Information Management	792	701	466	407 m^2	0.5627 m/s	0.5051	0.2363	164	0.6584	276	hamster
5	14 m/(s^2)	0.6199 N	football	Robotics Engineering	270	-60	577	618 m^2	0.7198 m/s	0.3905	0.0446	1198	0.5467	295	ferret
3	1089 m/(s^2)	0.4396 N	basketball	Computer Engineering, Natural Language Processing, Applied Mathematics	845	381	69	615 m^2	0.7054 m/s	0.5776	1.0787	1020	0.186	830	chicken
3	1050 m/(s^2)	0.1478 N	basketball	Computational Media	683	323	228	799 m^2	0.711 m/s	0.7736	0.842	755	0.1512	800	chicken
0	250 m/(s^2)	0.8206 N	boxing	Statistics	434	976	1014	-8 m^2	1.0169 m/s	0.6652	0.7943	314	0.4987	80	rabbit
1	391 m/(s^2)	0.2694 N	baseball	Bioinformatics	262	121	267	925 m^2	0.4273 m/s	0.763	0.6467	421	0.4191	277	bird
0	247 m/(s^2)	0.8012 N	boxing	Statistics	420	974	853	203 m^2	0.9283 m/s	0.9526	0.6231	160	0.2686	-297	rabbit
1	467 m/(s^2)	0.1666 N	volleyball	Bioinformatics	161	208	535	1005 m^2	0.5069 m/s	0.6644	0.4582	364	0.8512	352	hamster
6	263 m/(s^2)	0.4813 N	badminton	Data Science	693	336	375	810 m^2	0.113 m/s	0.0111	0.4894	224	1.087	751	rabbit
5	150 m/(s^2)	0.5352 N	football	Computer Science, Computational Media	193	-44	249	369 m^2	0.9119 m/s	0.4758	0.2585	700	0.5148	443	cat
1	290 m/(s^2)	0.0619 N	baseball	Bioinformatics	96	54	449	967 m^2	0.2704 m/s	0.7995	0.6368	687	0.6859	606	fish
3	978 m/(s^2)	0.2416 N	track & field	Computer Engineering, Electrical Engineering, Applied Mathematics	834	407	38	747 m^2	0.7114 m/s	0.8789	0.7661	1010	0.2196	849	cat
3	830 m/(s^2)	0.3269 N	tennis	Computer Engineering, Electrical Engineering, Applied Mathematics	845	474	42	565 m^2	0.615 m/s	0.8508	0.9571	735	0.2837	837	chicken
0	264 m/(s^2)	0.7529 N	boxing	Statistics	427	925	605	-27 m^2	0.8638 m/s	0.7135	0.8519	237	0.4445	48	rabbit
0	385 m/(s^2)	0.6609 N	boxing	Bioengineering	414	898	764	-7 m^2	0.7699 m/s	0.827	0.9116	221	0.209	255	rabbit
6	80 m/(s^2)	0.5532 N	golf	Data Science	649	466	434	800 m^2	0.1374 m/s	0.1493	0.2423	609	0.9194	499	guinea pig
2	834 m/(s^2)	0.0242 N	soccer	Human Computer Interaction	639	543	1079	267 m^2	0.1853 m/s	0.2104	0.4035	436	-0.0301	913	cat
1	567 m/(s^2)	0.2778 N	volleyball	Computer Game Design	206	317	341	968 m^2	0.3221 m/s	0.783	0.5559	447	0.828	116	rat
5	-41 m/(s^2)	0.523 N	football	Robotics Engineering	204	75	264	691 m^2	0.5376 m/s	0.4886	0.0105	1235	0.4287	552	ferret
3	1057 m/(s^2)	0.2903 N	track & field	Applied Mathematics, Computer Engineering	563	406	24	865 m^2	0.7588 m/s	0.8843	0.9726	748	0.3168	837	dog
2	677 m/(s^2)	0.0002 N	soccer	Biotechnology	340	702	718	135 m^2	0.1389 m/s	0.4469	0.3437	518	0.2659	996	reptile
1	352 m/(s^2)	0.0108 N	baseball	Bioinformatics	77	157	100	1093 m^2	0.2198 m/s	0.6657	0.8818	341	0.7655	282	fish
1	544 m/(s^2)	0.4326 N	volleyball	Bioinformatics	233	217	109	1057 m^2	0.3736 m/s	0.6026	0.6832	857	0.7458	315	hamster
1	425 m/(s^2)	0.3643 N	BADMINTON	Computer Game Design	9	408	212	1095 m^2	0.2986 m/s	0.7402	0.5828	513	0.7537	168	fish
5	65 m/(s^2)	0.6397 N	n/a	Computational Media, Robotics Engineering	331	216	None	463 m^2	0.824 m/s	0.4174	-0.0919	958	0.2764	233	pig
2	714 m/(s^2)	0.1258 N	soccer	nATURAL lANGUAGE pROCESSING	627	NULL	1159	202 m^2	-0.22 m/s	0.4879	0.6774	315	-0.0516	877	cat
3	1065 m/(s^2)	0.197 N	motor sports		922	555	150	700 m^2	0.5924 m/s	0.7726	0.8066	651	0.2366	658	dog
1	478 m/(s^2)	0.3245 N	baseball	Bioinformatics	-26	125	342	955 m^2	0.4986 m/s	0.9269	0.7733	500	0.7453	155	rat
2	665 m/(s^2)	0.0133 N	soccer	Games and Playable Media, Biotechnology	656	446	979	290 m^2	0.1037 m/s	0.1542	0.534	591	0.139	990	reptile
4	429 m/(s^2)	0.881 N	ice hockey	Technology and Information Management	1061	872	638	384 m^2	0.4913 m/s	0.4857	0.0143	-3	0.7217	584	hamster
6	256 m/(s^2)	0.6973 N	tennis	Data Science	622	534	527	807 m^2	0.4178 m/s	0.1949	0.2121	392	1.14	683	guinea pig
5	83 m/(s^2)	0.5978 N	running	Computer Science, Robotics Engineering	303	211	135	488 m^2	0.6521 m/s	0.5115	0.1324	851	0.3205	430	rabbit
0	202 m/(s^2)	0.7704 N	boxing	Computational Media	481	819	733	67 m^2	0.9182 m/s	0.8457	0.6454	43	0.3684	62	rabbit
6	378 m/(s^2)	0.7084 N	golf	Data Science	429	326	234	762 m^2	0.2157 m/s	0.1792	0.4063	310	1.0745	708	guinea pig
3	954 m/(s^2)	0.5475 N	basketball	Applied Mathematics, Natural Language Processing, Computer Engineering	579	574	15	733 m^2	0.7129 m/s	0.8738	0.8102	868	0.2347	811	dog
3	1043 m/(s^2)	0.1161 N	basketball	Electrical Engineering	669	461	312	649 m^2	0.6645 m/s	0.7657	0.7661	887	0.3091	706	chicken
1	308 m/(s^2)	0.1282 N	baseball	Computer Game Design	-31	162	114	1134 m^2	0.3355 m/s	0.5946	0.7269	674	0.7419	67	rat
3	890 m/(s^2)	0.4013 N	tennis	Electrical Engineering, Computer Engineering	780	450	-108	615 m^2	0.539 m/s	0.8459	0.991	725	0.2807	817	dog
2	780 m/(s^2)	0.1021 N	soccer	Computer Science	511	305	1132	44 m^2	0.1683 m/s	0.0536	0.5133	449	-0.0852	1071	reptile
4	679 m/(s^2)	1.0457 N	soccer	TECHNOLOGY AND INFORMATION MANAGEMENT	1095	731	691	335 m^2	0.4168 m/s	0.1702	0.1039	160	0.8175	634	hamster
4	575 m/(s^2)	0.958 N	ice hockey	Technology and Information Management	894	790	492	256 m^2	0.6434 m/s	0.2393	0.1839	-39	0.8362	534	hamster
0	165 m/(s^2)	0.765 N	running	Statistics	518	1271	884	224 m^2	0.7856 m/s	0.811	0.7002	245	0.4815	183	rabbit
1	259 m/(s^2)	0.239 N	motor sports	Computer Game Design	21	237	258	663 m^2	0.3708 m/s	0.6795	0.7266	428	0.7678	89	bird
5	-176 m/(s^2)	0.3898 N	golf	Bioinformatics	63	23	326	453 m^2	0.748 m/s	0.3247	-0.0584	1118	0.2512	496	ferret
4	856 m/(s^2)	0.973 N	volleyball	Technology and Information Management	886	720	779	277 m^2	0.757 m/s	0.4619	0.2115	66	0.4934	474	hamster
0	518 m/(s^2)	0.7123 N	golf	Bioengineering	323	961	867	-13 m^2	0.7928 m/s	0.9265	0.8695	453	0.0147	54	rabbit
5	140 m/(s^2)	0.595 N	running	Computer Science	209	25	440	639 m^2	0.7987 m/s	0.4023	0.1378	932	0.4093	493	ferret
1	335 m/(s^2)	0.1952 N	badminton	Computer Game Design	135	75	181	884 m^2	0.4274 m/s	0.5815	0.8332	659	0.7515	338	fish
3	1035 m/(s^2)	0.2541 N	tennis	None	834	474	126	492 m^2	0.6076 m/s	1.0456	0.9539	946	0.2604	1136	chicken
2	921 m/(s^2)	-0.0787 N	soccer	data science	522	560	886	236 m^2	-0.0105 m/s	0.2951	0.7306	442	-0.0096	902	cat
5	70 m/(s^2)	0.3361 N	football	Computer Game Design	221	-90	232	567 m^2	0.6115 m/s	0.4587	0.0262	1117	0.5529	189	pig
6	-79 m/(s^2)	0.599 N	golf	Data Science	708	534	501	690 m^2	0.2375 m/s	-0.1621	0.3797	564	0.8395	635	guinea pig
5	-107 m/(s^2)	0.4016 N	football	Computational Media, Robotics Engineering	224	154	481	553 m^2	0.6934 m/s	0.5658	0.0172	1078	0.5555	330	pig
2	681 m/(s^2)	0.131 N	soccer	Human Computer Interaction	506	645	1082	307 m^2	0.3219 m/s	0.309	0.5836	544	0.2131	1056	reptile
6	212 m/(s^2)	0.587 N	soccer	Biotechnology	715	437	523	707 m^2	0.3039 m/s	0.0974	0.2625	451	1.34	509	guinea pig
3	907 m/(s^2)	0.246 N	track & field	Computer Engineering	1107	296	160	719 m^2	0.6399 m/s	0.8475	1.1711	800	0.3481	886	chicken
4	656 m/(s^2)	0.9261 N	ice hockey	Technology and Information Management	957	759	646	601 m^2	0.3497 m/s	0.4241	0.0196	156	0.6662	555	hamster
2	758 m/(s^2)	0.0765 N	soccer	Biotechnology	648	289	884	258 m^2	0.239 m/s	0.3427	0.4388	533	0.1707	803	reptile
5	-134 m/(s^2)	0.1634 N	soccer	Robotics Engineering, Computational Media	135	272	510	566 m^2	0.7246 m/s	0.3154	-0.084	1262	0.3075	209	ferret
3	1035 m/(s^2)	0.0159 N	basketball	Computer Engineering, Natural Language Processing	931	477	175	758 m^2	0.518 m/s	0.9089	1.0901	750	0.3981	730	chicken
5	-71 m/(s^2)	0.3726 N	running	Computer Science, Robotics Engineering	373	283	389	496 m^2	0.7958 m/s	0.424	-0.0449	965	0.4947	281	pig
3	883 m/(s^2)	0.3815 N	motor sports	Computer Engineering, Applied Mathematics, Natural Language Processing	953	533	127	648 m^2	0.7551 m/s	0.9647	0.9552	766	0.1726	822	dog
5	72 m/(s^2)	0.5855 N	running	Computer Science, Robotics Engineering	47	-55	105	608 m^2	0.8559 m/s	0.6558	None	1142	0.5007	29	ferret
